,feature_14_0,feature_14_1,feature_14_2,feature_14_3,feature_14_4,feature_14_5,feature_14_6,feature_14_7,feature_14_8,feature_14_9,feature_14_10,feature_14_11,feature_14_12,feature_14_13,feature_14_14,feature_14_15,feature_14_16,feature_14_17,feature_14_18,feature_14_19,feature_27,feature_30,feature_86,feature_90,feature_14,feature_36,feature_75,feature_16,feature_60,feature_99,feature_23,feature_45,feature_79,feature_26,feature_3,feature_1,feature_9,feature_93,feature_80,feature_88,feature_65,feature_19,feature_43,feature_78,feature_58,feature_61,feature_84,feature_41,feature_18,feature_28
0,71.09187712331891,93.98895130449014,83.10068624640847,94.97532331329094,51.99931317632601,50.92778690293914,92.37612911381339,-80.55716955171275,44.74100394699771,-24.87841811316523,89.30265470327214,56.874033943927344,-44.098261211905196,-45.32155874440841,-53.24616366661506,64.80737171169939,-70.1315675607977,-34.88924697733114,46.26671720599291,-77.44709738142492,-55.237091710679756,-27.819595578707542,12.307316443227801,61.93516882629662,-38.03264389687472,31.076666208043097,24.552579039513926,99.91187683671461,-77.81956884603333,102.32442666775408,98.83379004741975,40.188606281971104,-10.371314641622275,101.79739527742159,57.05901221774284,56.46962783441498,43.46602148664949,-85.65876109363747,-85.04640149305193,-11.132250276127866,-16.606315485569407,58.561840937154045,-5.684113747101977,80.30756519597034,-36.394336854142736,-85.98826498084605,-101.48128975382731,-53.4636288209914,-83.97764337407311,-9.73996341562309
1,63.49484153212949,114.22964311470547,77.84901932267393,94.38410951878843,72.21005254587116,63.611096259557506,89.82959851530647,-73.90597129127404,45.66987240145099,-28.937728972994716,94.92131959809448,53.064501151981815,-43.10755428856312,-49.162723900361115,-62.635540972861406,69.2068019266069,-60.510170059939945,-30.854229478298397,48.78616252655017,-63.70577075724642,-56.619013147105676,-2.8182833348828105,16.390596814981084,73.10597159321836,-37.75939704451561,29.69086413806771,18.257499200214173,95.54491278432054,-72.28729000720858,98.76622454564905,93.08755822674166,49.68464888887359,-10.979603930242032,99.23423884740264,62.86441168813126,62.911857750998884,45.06412402861175,-88.29246355338516,-90.38043819426635,2.975959646173518,-13.841429558766759,66.69347983958082,-8.004171276175086,80.25950674252343,-36.75437368888682,-91.04035329457683,-79.91680303020566,-47.7285820139539,-93.5906429407508,-6.2099435171969946
2,73.29319339273358,98.6743939744046,87.50360336571,94.04554759327308,70.21522111682015,43.13768461222557,91.53379259848319,-60.34961644460647,42.622825895659616,-39.46124919827735,90.31512986713419,43.87678995674838,-33.214450238040136,-48.4171265882409,-52.26527587029766,66.77210351754346,-48.04837532542317,-28.107115619311323,45.44311415657624,-62.457559113041285,-53.62466547938638,-20.3723792738225,16.43673375805121,59.97534853411296,-32.08710126111859,34.635935159209275,25.72520204579608,99.2418551135241,-74.64245536003885,100.34334287331484,93.41179556288265,31.639452702213866,-8.5275888137574,100.60069240668302,61.40674789501023,69.97051054916888,44.119767959269424,-72.17565459464842,-74.40199311465301,-16.834045251205183,-5.952263975414946,69.33023982000329,-11.915051903347237,80.06202233660339,-31.56511843801902,-73.08470415704436,-96.98752462540615,-55.09396453858025,-73.60702376091439,-8.836974879717188
3,79.03272879007997,91.61640499911876,72.57182862931985,93.74059683362881,73.06264271860667,58.83157586729277,92.17978399997395,-81.86235610005595,43.38014422619904,-34.581423553923706,89.87658259794745,42.45491369726231,-46.641946199864,-40.90228807993329,-40.25347968686832,60.63778142997868,-63.70328205757686,-38.354013999100886,46.80676779769064,-41.10470030222925,-62.96762650230755,6.218803288175026,21.00188215588263,59.42369344187042,-37.378457122579334,31.30623265238009,26.714197446872582,93.73409294947885,-73.38776057476976,93.92644864929505,98.14861452422365,24.285817000646528,-9.555887766971434,92.22746499155163,69.06429829823509,75.64068509472348,43.27613069898802,-82.45045656802094,-89.24103774300058,-1.3606212282775667,-17.892986637879517,77.6254323593931,-1.212287034732885,80.01590043452792,-39.77086564504794,-78.37177168901131,-96.09331719100085,-39.33334991515334,-78.9074688349306,-6.15459210007853
4,82.92127129426316,103.4579252857676,87.04951094956722,104.71498277820129,70.30626068031735,35.134453057666384,90.18881724059297,-92.39906164554587,35.58261452444663,-54.233615684872134,88.58430969374888,46.35531235033695,-33.64252905188676,-41.61069620218707,-39.12090465059143,63.33413868832719,-70.15770039269529,-34.12612505203495,46.91936201302457,-63.616436145965636,-57.20551015102634,-3.9331883859924557,4.297267344318531,53.9880167391169,-26.90582191271796,24.352181919729574,28.534294195670256,98.01820397879565,-76.82356864507476,96.33932308345817,96.77931261635132,30.911653347975175,-8.975564599400924,95.69755208295956,66.47832083461552,73.83571660994203,41.16486785418675,-83.48233705015322,-78.3442559818335,-19.9398975800576,-24.797215477961785,69.97939916568454,0.3783693916409323,79.72103912180809,-23.892069314338567,-84.0630744601321,-86.07631131202044,-39.2821256803973,-76.90958007174184,7.083271507181211
5,79.84222350469128,102.28890044336707,86.40961867639616,95.98394070907156,72.30092558957242,51.06578505904176,92.08473178347101,-73.77670934282189,37.57636707306354,-43.741223479746395,93.33251532407411,42.04361216699475,-56.966389796599074,-44.801752576298114,-59.47563011686487,67.66017325112996,-65.28033266325995,-35.69241948976598,44.722052711910365,-66.21297516635194,-67.94805582974982,-9.899483775868731,18.18712219483294,71.91341130319994,-33.476208441887486,36.30561734327244,25.127303114546084,100.9038228866845,-74.16974694083652,103.46308060335325,100.16354760542747,27.979580160231404,-11.03480835255401,104.61327365879987,65.99794707143931,81.94769878970855,47.346370180440886,-82.41296115703585,-82.95364258563835,-2.5825142185839063,-6.780175628145323,77.89685218190893,-15.819637210908494,80.0695882749835,-28.639595642486295,-84.09854318370722,-98.8351247370393,-49.70977301586177,-81.70085877822397,1.9035387832430155
6,63.27717308991919,87.64322311304656,84.3838625109772,96.30830941013441,62.75649909495297,52.34686787292191,97.23512813256254,-90.99503106414767,35.89018925739738,-33.92983058682833,89.55327911668607,53.697083318293146,-52.16362603782195,-48.73990274095077,-48.66810164385988,73.53395747688667,-70.87861558171919,-41.58899337356345,49.946526276356224,-70.60048008446833,-56.24874803080497,-3.812583705818645,15.505625573774944,76.80158575670066,-25.45051043163165,27.508889433325663,21.794552996777288,96.19337463168256,-73.61334726250648,100.25879551868779,96.31606994820987,31.832738667487,-12.701977728176335,98.44071719450329,75.79888102107968,66.03688443904102,41.101657446695405,-85.02059134870453,-84.54419609816058,9.992868243124331,-16.631028920560855,72.54248101024832,-6.5351863447090714,79.31614124263916,-27.599153837303565,-84.03307242288905,-88.3508703499273,-38.546310112676636,-83.1000833748108,-3.9208245104452812
7,58.90851428112874,95.10924211886932,78.38756104977739,85.83531319753969,65.15610209003351,59.31952284714314,94.40601046907844,-78.72626243983899,39.814300031339414,-44.82466083920208,91.68699019498457,44.711035992754795,-44.11249834862861,-40.51999197364227,-43.03866787746205,67.7910239472817,-69.63673019423746,-39.8938719578038,44.902977056455825,-44.881839945586044,-53.44778127409032,5.518680576617234,14.134504401465456,63.96527159290756,-36.545823649080056,32.612559186271525,24.94593277394905,109.5099532359873,-72.3131635918402,93.89341415088194,95.93144286544133,35.77895184284903,-9.418353161000175,92.98293518662045,65.59275441864722,74.32863954742184,40.579082335777514,-79.16428413104954,-83.18008574353978,6.189560001283811,-3.236005582537116,76.37651095244503,-0.6733996947920611,80.09233664018087,-32.44850439524278,-76.06638092328508,-88.9347712128505,-40.31565059222889,-76.31915939515207,1.1400519885794718
8,69.86792444269538,101.35478162346806,90.0185271289283,95.89707575574153,68.26541240481163,36.53293467092237,95.63276199575714,-74.08600513703345,17.619836762198258,-42.45396124393778,94.49213539235456,43.119260246917776,-41.84546641341816,-46.70205572333003,-49.58575716738581,65.80566029686156,-69.28884853402245,-26.686104830758005,51.54496204332651,-63.12037506936267,-62.78290867984359,-8.439091861463847,21.49208778510114,71.57139928421215,-24.751096379860883,25.160293114772944,23.133966524017655,100.79038043943,-72.6934133162912,101.7013803100926,97.20435601628694,34.006752863051375,-11.959876374169724,98.75313922794825,66.99379531525787,63.7419443355042,43.067519118381746,-75.74949519431692,-76.0963035691083,-1.599840716038261,-15.440962222673603,70.53786058162532,2.112644999091387,80.03286984519347,-26.06178127038234,-80.00423618775375,-83.31808387926006,-42.64326451047218,-82.23168118976332,-8.281320118360568
9,59.01060329502788,98.88366394253548,98.78850970828086,98.02129440151845,80.8915019298799,50.36741721702003,93.9273850025946,-78.77689309964298,22.61235912450433,-30.99592642210293,97.12785639904772,47.0086111644559,-31.91275139591408,-50.789358178610144,-49.138905759661526,60.761404616073094,-47.73182818843431,-33.74386071270538,45.868661980496256,-76.17698708915168,-65.9859155820518,-14.134847587406934,23.64093038633379,57.003910657974956,-41.54195350118113,30.59391949585008,28.253251391185437,104.64013317018559,-73.67516444718046,98.768160750605,98.86364426475515,44.44957332674409,-9.921008835464647,102.49803651348401,64.13893857774461,87.65799377338256,46.96711358212468,-73.63672278665217,-70.81022632111667,-6.170390784146288,0.15199321208331718,85.37215213801059,-18.827135850257957,80.27725305303193,-42.18158068752099,-78.96521990092067,-91.48837737792476,-53.44306591014807,-73.7074937487406,-1.744237978890107
